,ReviewTitle,RestaurantAddress,RestaurantName,Review,Food,RestaurantReview,FoodReview,RestaurantFeature(spacy),FoodFeature(spacy),RestaurantFeature(vader),FoodFeature(vader)
735,Shitake Cheese Focaccia $4.5,"315 Joo Chiat Road, Singapore",Petit Pain,Barely a few months old and new Joo Chiat bakery Petit Pain is already packed to the rafters on weekend mornings. Pro-tip – visit during lunch hour when the crowd has dissipated and also when they start making these delightfully cheesy focaccias chockful of caramelised onion and shitake mushroom slices.Taste: 3.5/5,"mushroom,tart",barely a few months old and new joo chiat bakery petit pain is already packed to the rafters on weekend mornings. pro- taste: 3.5/5,tip – visit during lunch hour when the crowd has dissipated and also when they start making these delightfully cheesy focaccias chockful of caramelised onion and shitake mushroom slices.,"old,new,packed,pro-","dissipated,start,making,chockful,caramelised",pain,delightfully
736,Shizuoka Food Fair 2015 ,"896 Dunearn Road, Singapore", Cold Storage,"3-Minute Lunch: Toss the pre-mix salad, cannellini beans, onion olive dressing and Japanese sesame soy sauce together and serve.Last day (28 June) to hit the Shizuoka Food Fair at the Atrium of Plaza Singapura for some authentic Shizuoka produce, or find your favorite Japanese products at selected Cold Storage from next week onwards.","bean,beans,mix salad,nut,salad,soy,soy sauce","last day (28 june) to hit the shizuoka food fair at the atrium of plaza singapura for some authentic shizuoka produce, or find your favorite japanese products at selected cold storage from next week onwards.","3-minute lunch: toss the pre-mix salad, cannellini beans, onion olive dressing and japanese sesame soy sauce together and serve.","hit,shizuoka,fair,authentic,find,favorite,japanese,selected,cold","3-minute,toss,pre,dressing,japanese,sesame,serve","fair,favorite",
737,Shoyu Soba,"107 North Bridge Road, Singapore",Tsuta (Funan),-,,-,,,,,
738,Shrimp Egg Fried Rice,"6001 Beach Road, Singapore",King Of Fried Rice,"Finally came back for second visit, trying their shrimp version of egg fried rice. Not disappointed at all and I still enjoy it a lot. $6.50","egg,rice,shrimp",not disappointed at all and i still enjoy it a lot. $6.50,"finally came back for second visit, trying their shrimp version of egg fried rice.","disappointed,enjoy","finally came,second,trying,fried","disappointed,enjoy",
739,Shroomy Chicken,"162 Bukit Merah Central, Singapore",Subway (Bukit Merah Central),The lame piece of breast meat worried me. But overall it's quite pleasant. Hearty Italian for the bun was an astute choice. I guess the only downside was the pickles and jalapenos I accidentally added. ,"bun,meat,pie",but overall it's quite pleasant. i guess the only downside was the pickles and jalapenos i accidentally added.,the lame piece of breast meat worried me. hearty italian for the bun was an astute choice.,"overall pleasant,guess,accidentally added","lame,worried,hearty,italian,astute","pleasant,downside,accidentally","lame,worried"
740,Siew Mai 😍 .,"317 Outram Road, Singapore",Xin Cuisine Chinese Restaurant (Holiday Inn Singapore Atrium),......#burpple #burpplesg #openrice #openricesg #whati8today #hungrygowhere #cafesg #cafehoppingsg #sgfoodblogger #foodie #foodies #sgfoodporn #sgfoodunion #instafoodsg #igfoodie #iweeklyfood #foodcoma #foodstamping #sgblogger #singaporefood #foodporn #dubai #iphone6s #vscocam #dimsum,"dimsum,pho,rice",......                        ,,,,,
741,Siew Yoke,"23, Jalan Pudu Ulu, Kuala Lumpur",Restoran Char Siew Yoong (Jalan Peel),"The siew yoke is alright, they’re not really known for it.","siew yok,siew yoke",,"the siew yoke is alright, they’re not really known for it.",,"alright,known",,alright
742,Signature Iced White ($5),"2 Havelock Road, Singapore",BUNDT by The Backyard Bakers,"Always a queue for BUNDT, but I got my iced white and it’s gonna be a good day!Now I’ve learnt the beat way to appreciate the iced coffee at Bundt is to take your time and let the ice melt so it’s perfect for getting a cup to go and having the coffee cube melted by the time you get to the office!",coffee,but i got my iced white and it’s gonna be a good day!now,"always a queue for bundt, i’ve learnt the beat way to appreciate the iced coffee at bundt is to take your time and let the ice melt so it’s perfect for getting a cup to go and having the coffee cube melted by the time you get to the office!","got,iced,gon,good","learnt,beat,appreciate,iced,let,perfect,getting,having,melted",good,"appreciate,perfect"
743,Signature Oysters + Grilled Bikini ,"80 Boat Quay, Singapore",Southbridge,"Signature oysters [$24]Happy hour price is $20 (weekdays 5-8pm)Umami: with ponzu and yuzu sauceTropical: with chili, garlic and calamansiHabana: with mint, cucumber and vermouth Grilled bikini - truffle and smoked pancetta [$15]","cucumber,oyster,oysters,rice,truffle",,"signature oysters [$24]happy hour price is $20 (weekdays 5-8pm)umami: with ponzu and yuzu saucetropical: with chili, garlic and calamansihabana: with mint, cucumber and vermouth grilled bikini - truffle and smoked pancetta [$15]",,"weekdays,saucetropical,chili,garlic,cucumber,grilled,smoked",,
744,Signature Seafood Dancing Rice with Superior Stock•A show stopper the minute it reaches your table is this claypot that dances.,"243 Holland Avenue, Singapore",Full of Luck Restaurant,"Ok maybe not dance, literally, but it just might. As the lid unveils a bed of rice, a stream of seafood broth hits it to make all that in the pot. The dancing comes from the rice grains that sizzles and merges to create what feels like a congee with prawns, mushrooms and greens. Get ready your phones, because this is one Insta-worthy dish you might want to share on your social!•[TASTING] #singaporefood #singaporefoodies #sgfood #eatoutsg #exploresg #sgfoodstagram #foodhunting #singaporefood #sgfoodguide #exploreflavours #igfood #instafood #instafoodsg #burpple #FoodPics #foodphotography #WhereKarlEats #stfoodtrending #sgfoodies #sgfoodblogger #hungrygowhere #foodiesofinstagram #exploresingaporeeats #fulloflucksg #cantonesecuisine #chinesefood","broth,congee,mushroom,mushrooms,pho,prawn,prawns,rice,seafood","ok maybe not dance, literally, but it just might.","as the lid unveils a bed of rice, a stream of seafood broth hits it to make all that in the pot. the dancing comes from the rice grains that sizzles and merges to create what feels like a congee with prawns, mushrooms and greens. get ready your phones, because this is one insta-worthy dish you might want to share on your social!•[tasting]                          ",maybe dance,"unveils,hits,comes,sizzles,create,feels,greens,ready,insta,worthy,want,share",ok,"create,like,ready,worthy,share"
745,"Sin Gan Tian Signature (winter melon shaved ice, taro paste and sweet potato balls balls) from Sin Gan Tian, a dessert concept newly-open at Funan Mall (@singantian).","107 North Bridge Road, Singapore",Sin Gan Tian,Plays like a more refined and gentle Literature riff on the coarser and Further Mathematics-esque BlackBall playbook. 3.8/5,,plays like a more refined and gentle literature riff on the coarser and further mathematics-esque blackball playbook. 3.8/5,,"plays,refined,gentle",,"plays,like,gentle",
746,"Since a few of you asked how about how this Thailand Kwaychap taste like, here's my take - unlike the herbally Kwaychap we are used to, the broth is light and peppery and resembles alot like a good bowl of bak kut teh to me!","945 Upper Serangoon Road, Singapore",Yaowarat Thai Kway Chap (Kovan),"The kway is also served in a curled, scroll like version, which allows you to slurp it up smoothly as it carries some of the flavorful broth. Overall a super comforting dish, I would 10/10 come back again for this.Find them at Upper Serangoon Road - along the stretch of Ponggol Nasi Lemak, at @yaowaratthaikwaychap! The boiled pork belly and the chili also 10/10.Yeah 10/10 is my new favorite description.","broth,kwaychap,pork,pork belly","overall a super comforting dish, i would 10/10 come back again for this.","the kway is also served in a curled, scroll like version, which allows you to slurp it up smoothly as it carries some of the flavorful broth. find them at upper serangoon road - along the stretch of ponggol nasi lemak, at ! the boiled pork belly and the chili also 10/10.yeah 10/10 is my new favorite description.","overall super,comforting,come","served,curled,allows,slurp,smoothly carries,flavorful,find,upper,nasi,boiled,new,favorite","super,comforting","like,favorite"
747,Sinful lunch🍔🍟 #whitagram #beef #burger #fries #japaneseburger #japanesefood #japanese #food #cheese #lunch #singapore,"200 Turf Club Road, Singapore",Omakase Burger (The Grandstand),-,,-,,,,,
748,Singaporean-Inspired Chilli Crab from the new expanded menu at Omote (@omotesingapore).,"301 Upper Thomson Road, Singapore",Omoté,"Shrewdly audacious how it turns the classic dish on its head, with a happy crunchiness from the fried soft shell crab and garlic which prevents the sweet chilli crab proceedings from ever getting too sticky and cloying. 3.7/5","chilli,chilli crab,crab,soft shell crab",3.7/5,"shrewdly audacious how it turns the classic dish on its head, with a happy crunchiness from the fried soft shell crab and garlic which prevents the sweet chilli crab proceedings from ever getting too sticky and cloying.",,"shrewdly audacious,turns,classic,happy,fried,soft,prevents,sweet,getting,sticky",,"audacious,happy,sweet"
749,Sirloin Steak ($42),"237 East Coast Road, Singapore",Firebake - Woodfired Bakehouse & Restaurant,"Good servings, about 300g from what I could remember. A tad bit tough on the outside for me. Good for sharing. ",,"good servings, about 300g from what i could remember. a tad bit tough on the outside for me. good for sharing.",,"good,remember,tough",,"good,tough,sharing",
750,Six Or Eight?!,"1 Kim Seng Promenade, Singapore",elemen Classic (Great World City),"Most might form an impression that vegetarians is all about mock meat, but that’s not true. @ElemenSG uses natural ingredients and superfood, bringing delicious and wholesome meatless dishes to the table.Elemen Classic menu includes all the popular and beloved dishes of Elemen, plus new outlet exclusive dishes like:* Double-boiled Cordyceps Flower with Peach Gum in Superior Soup 虫草桃胶炖汤 ($10.80)* Truffle Broth Ramen 松露拉面 ($14.80)* Kale Tofu with Wild Rice 羽衣甘蓝豆腐竹筒饭($15.80)* Stir-fried Brown Rice with Preserved Bean Curd 腐乳糙米炒饭 ($16.80)* Laksa Fettucine 叻沙意面 ($16.80)Guests can choose to order a la carte dishes, or indulge in the six-course ($28.80/person) or eight-course sets ($32.80/person)","meat,mock meat","but that’s not true.   elemen classic menu includes all the popular and beloved dishes of elemen, plus new outlet exclusive dishes like:* double-boiled cordyceps flower with peach gum in superior soup 虫草桃胶炖汤 ($10.80)","most might form an impression that vegetarians is all about mock meat, uses natural ingredients and superfood, bringing delicious and wholesome meatless dishes to the table. * truffle broth ramen 松露拉面 ($14.80) * kale tofu with wild rice 羽衣甘蓝豆腐竹筒饭($15.80) * stir-fried brown rice with preserved bean curd 腐乳糙米炒饭 ($16.80) * laksa fettucine 叻沙意面 ($16.80)guests can choose to order a la carte dishes, or indulge in the six-course ($28.80/person) or eight-course sets ($32.80/person)","true,classic,includes,popular,beloved,new,exclusive,double,boiled,superior","form,mock,uses,natural,bringing,delicious,wholesome,truffle,wild,stir,fried,brown,preserved,laksa,fettucine,choose,order,la,indulge","true,popular,beloved,exclusive,like,superior","impression,mock,natural,delicious"
751,Six each of the Salted Caramel and Ondeh-Ondeh Cupcakes for Suhaini.,"485D Choa Chu Kang Avenue 5, Singapore",Dessert By Quintessa,Six each of the Salted Caramel and Ondeh-Ondeh Cupcakes for Suhaini. Thanks dear ☺️ #foodphotography #foodporn #foodgasm #dessertbyquintessa #dessert #salted #caramel #ondeh #cupcakes,"cake,cakes,cupcakes,dessert,pho",thanks dear ☺️         ,six each of the salted caramel and ondeh-ondeh cupcakes for suhaini.,dear,"salted,caramel","thanks,dear,☺",
